day,temp,humidity,city
0,7.954755295869803,73.09051357104312,Chicago
1,13.03229866207424,84.83608596984263,Houston
2,13.495333899243166,68.71402554069591,Philadelphia
3,16.510681316194837,60.79835074918217,San Jose
4,14.566075312318054,43.15980245817627,San Jose
5,19.015965052594673,83.61430809560281,Chicago
6,21.005745695591077,31.20373195276313,Los Angeles
7,18.43585995904111,42.179252110275044,San Diego
8,18.127076082714375,64.79739970548579,San Antonio
9,20.94961679076786,35.026177308159255,San Jose
10,17.105872325337835,55.627421139725215,Los Angeles
11,17.118725758624375,50.427746103398846,Phoenix
12,15.65337677408783,63.839069822732526,Los Angeles
13,15.336669173975874,73.788624449709,Los Angeles
14,10.97110727136343,58.66978467801861,Houston
15,11.128386767676355,57.02426592658867,San Jose
16,10.268217961963769,60.710395494124526,Phoenix
17,5.960300913910513,89.47503179068043,San Jose
18,4.099377782526439,63.88524787697491,Los Angeles
19,3.86598841352648,39.30675518991326,San Diego
20,0.24433788304369153,50.83428442172864,Phoenix
21,-0.4651986475573071,51.24735214830006,San Antonio
22,21.339832425394658,89.12865381818895,Los Angeles
23,0.11250216519903185,74.60784978538715,San Jose
24,2.379324364120846,52.95764856396474,Houston
25,0.8782843393081804,64.36682789450632,San Jose
26,2.5177697076059165,67.00668544769498,San Diego
27,2.6822121523601155,61.330021410142635,San Antonio
28,6.479015123200946,46.80597381728565,Dallas
29,6.520449448948686,75.52331599030632,Los Angeles
30,9.853436824744035,68.40271183027599,Chicago
31,12.51698182240016,83.29804630774662,San Diego
32,12.874439071411937,73.35668323298859,Chicago
33,15.98017855858653,34.014614906929545,Chicago
34,18.057685352411575,59.95691709363143,San Jose
35,19.261895490532424,47.06081536629155,San Antonio
36,18.762238710643075,36.38367952957031,San Jose
37,18.927388978210878,56.17846440650425,Dallas
38,18.255572239268552,47.26208783095049,Houston
39,20.38627868597725,74.89671459755694,San Antonio
40,18.443370994256068,38.18994341762033,Dallas
41,17.619258010722046,82.81555310742121,New York
42,15.099429068592896,51.75604785541715,San Jose
43,32.18107840805824,88.52784763807384,Chicago
44,11.474372180529018,30.76537850354593,Chicago
45,11.23304354405706,81.13704011151913,Phoenix
46,5.88879472278343,89.08975813407793,San Antonio
47,6.316394329390649,37.494059600260734,Chicago
48,5.028771103262805,44.57586260296277,Chicago
49,2.053183638716085,72.57742090676862,San Antonio
50,2.2109806199716004,30.44340491279335,Los Angeles
51,0.7937207170139955,38.288584403827144,Chicago
52,-1.1283482122285107,70.21810111042271,Chicago
53,1.1642142714945372,55.93440190762044,Dallas
54,0.6078540669050422,89.53346265427987,San Jose
55,-1.003299239414143,84.04498602860794,Houston
56,1.4233338614114601,87.21479869031769,New York
57,23.695044606175088,42.46824416493447,Chicago
58,4.7967042285951225,31.289733367721027,Dallas
59,7.180848083806909,34.10844120773149,Chicago
60,8.488966187417937,48.45042551572848,Philadelphia
61,10.624180031460792,74.90568062253425,Houston
62,14.636807841653079,87.70816315796813,New York
63,35.270009951652895,62.437126526095135,Los Angeles
64,18.8823197428296,60.95626363543227,Los Angeles
65,19.60114010392238,32.34598907205125,Chicago
66,20.93510751740142,68.79553401597269,Los Angeles
67,20.98103767776707,33.39840998107315,San Antonio
68,18.940109067328187,53.1714735906052,Dallas
69,18.460314431131053,86.49659637472104,New York
70,17.949270307966753,69.61391628682165,San Antonio
71,17.19345151271835,39.49023481395545,San Diego
72,16.589104227529724,80.14303981835164,Philadelphia
73,15.37508878709812,58.808795832297285,Philadelphia
74,10.436832759461836,52.26771811651438,Chicago
75,10.394549967708047,60.719253519336576,Los Angeles
76,8.25124443983969,60.42387018765181,Houston
77,4.344364643524378,69.703091077287,San Diego
78,3.2022342520736244,38.24956996761545,Houston
79,4.331175002204286,85.38224942138372,San Antonio
80,2.0894074931624247,40.84453165834599,Dallas
81,-0.27053447866869496,34.264607741412874,San Diego
82,-0.9458355343188998,68.27343325277229,Dallas
83,-0.2713450886070127,84.91088989326782,San Diego
84,0.427154334638726,66.23711370870738,San Jose
85,0.18447996566393066,56.702155498856996,San Jose
86,2.8908438040207938,46.26667924120817,San Jose
87,6.232040720669428,78.76993776401115,Chicago
88,4.989682401580505,43.66409440145249,New York
89,7.038874230902183,55.23089538513605,San Antonio
90,9.166951138944015,43.44019709939222,Houston
91,11.909055480865867,77.93075675208999,Philadelphia
92,31.689369455541634,30.0437631193347,Houston
93,16.420683970077263,49.79857525996102,Houston
94,16.865463582568687,33.516262066442856,San Antonio
95,19.73366148914613,84.77219042824423,San Jose
96,21.151289970857885,58.70634257105192,Philadelphia
97,20.78191743301572,63.07088501223919,San Antonio
98,21.18934471582472,35.94291156194715,Phoenix
99,18.967470422818003,77.41798931393424,New York
